FND,HND,LND,AUC_Psi,AUC_PsiN,Psi_max,Rh_mean,hole_events,partition_events,n_reconfigs,n_local,n_global,mean_dPsi_per_reconfig,hole_rate,AUC_Psi_per_round,AUC_PsiN_per_round,null_with_alt_local,total_with_alt_local,null_with_alt_global,total_with_alt_global,N,E0,strategy,seed,censored
242,417,2436,227.37649511928177,743.4609101926152,0.1391128725001921,0.710785161481825,1740,0,2256,0,2256,1.7314030696189037e-08,0.7139926138695117,0.093301803495807,0.3050721830909377,0,0,1764,1770,30,1.0,greedy,8,False
117,197,1061,94.8070464764184,211.9168290152468,0.1176763729856574,0.8050968817249228,992,0,1053,0,1053,-1.1595415524307694e-08,0.9340866290018832,0.0892721718233695,0.1995450367375205,0,0,1045,1053,30,1.0,greedy,9,False
151,179,2297,197.5626264419733,398.069274957722,0.1280300812250671,0.602049389991419,916,0,2292,0,2292,4.324669375173636e-09,0.3986074847693646,0.0859715519764896,0.1732242275708102,0,0,1973,1978,30,1.0,greedy,10,False
247,412,1481,133.23030227991342,362.6778408274568,0.124902516400203,0.64485638693722,677,0,1407,0,1407,5.4718132682095174e-08,0.4568151147098515,0.0898989893926541,0.2447218898970693,0,0,1302,1307,30,1.0,greedy,11,False
146,151,897,77.15514509732093,140.85855525099245,0.1120278801640401,0.7971607027265902,852,0,851,0,851,-5.274955559961767e-09,0.9487750556792872,0.0859188698188429,0.1568580793440896,0,0,848,851,30,1.0,greedy,12,False
204,289,364,17.234210940856478,32.42454457477455,0.1001411869334177,0.7083822131299709,281,0,304,0,304,2.988532072844059e-07,0.7698630136986301,0.0472170162763191,0.0888343686980124,0,0,294,304,30,1.0,greedy,13,False
0,243,1000,79.0667978193133,139.7224518104757,0.110208011527208,0.7867418093095981,990,0,988,0,988,4.1773258817812086e-08,0.989010989010989,0.078987810009304,0.1395828689415341,0,0,983,988,30,1.0,greedy,14,False
216,395,3000,357.6075749050782,1232.82557627074,0.1741724989435225,0.740776271391831,2316,0,2988,0,2988,-7.667265844421614e-10,0.772,0.1192025249683594,0.4109418587569133,0,0,2923,2924,30,1.0,mincost,0,True
151,553,2190,248.5440029053156,930.9184071117426,0.161246660767719,0.7782658966963518,2028,0,2098,0,2098,-1.2458944686175924e-08,0.9256047466910088,0.1134386138317277,0.4248828877735018,0,0,1672,1673,30,1.0,mincost,1,False
230,830,3000,316.49602648070095,1452.9449871670315,0.1543480878121944,0.7895687124711669,2769,0,2988,0,2988,0.0,0.923,0.1054986754935669,0.4843149957223439,0,0,2988,2988,30,1.0,mincost,2,True
220,548,3000,374.0834814209543,1663.09285447843,0.1617570478487512,0.8251516743526078,2938,0,2988,0,2988,0.0,0.9793333333333332,0.1246944938069847,0.5543642848261434,0,0,2988,2988,30,1.0,mincost,3,True
156,280,3000,336.631048959598,896.0219940310704,0.1605476955125786,0.6345310422239725,1370,0,2992,0,2992,0.0,0.4566666666666666,0.1122103496531993,0.2986739980103568,0,0,2992,2992,30,1.0,mincost,4,True
226,367,3000,382.9936815223886,1410.2559418738408,0.1633773154235011,0.7359596343699246,2332,0,2988,0,2988,4.22292728521733e-10,0.7773333333333333,0.1276645605074628,0.4700853139579469,0,0,2361,2362,30,1.0,mincost,5,True
186,425,2420,267.08015519188416,917.4823073037594,0.1416644194700262,0.7162251084403859,2224,0,2411,0,2411,-2.7166695264601356e-08,0.9186286658405618,0.110318114494789,0.378968321893333,0,0,2199,2202,30,1.0,mincost,6,False
172,230,3000,385.3432297248158,1051.034007539303,0.173188163700285,0.690054732532443,2400,0,2992,0,2992,0.0,0.8,0.1284477432416052,0.3503446691797677,0,0,2992,2992,30,1.0,mincost,7,True
325,727,3000,302.76879520915554,1591.5162388516446,0.1402430536975682,0.7663776619989303,1990,0,2811,0,2811,-1.927740463500942e-08,0.6633333333333333,0.1009229317363851,0.5305054129505482,0,0,2809,2811,30,1.0,mincost,8,True
130,197,3000,343.71532964626914,956.53582647256,0.1511112729871375,0.6468583171367368,1219,0,2990,0,2990,-3.001737410741726e-09,0.4063333333333333,0.1145717765487563,0.3188452754908533,0,0,2988,2990,30,1.0,mincost,9,True
151,427,2966,364.4930827511372,1082.7922047521372,0.1695920090984902,0.6614439421512198,1589,0,2955,0,2955,-1.687894226520433e-08,0.5355578024941018,0.1228490336202012,0.364945131362365,0,0,2895,2898,30,1.0,mincost,10,False
247,396,3000,337.96673858258373,1224.272505129128,0.1468841001345452,0.7152915907029638,2448,0,2990,0,2990,-1.974699301417937e-09,0.816,0.1126555795275279,0.4080908350430426,0,0,2988,2990,30,1.0,mincost,11,True
146,151,3000,372.9228594970015,823.9040043502332,0.1554518181859083,0.5710120368284894,391,0,2993,0,2993,0.0,0.1303333333333333,0.1243076198323338,0.2746346681167444,0,0,2848,2848,30,1.0,mincost,12,True
180,317,3000,375.7423067405981,1133.0920739547755,0.1658377951481238,0.7138158546084991,2363,0,2991,0,2991,0.0,0.7876666666666666,0.1252474355801993,0.3776973579849251,0,0,2991,2991,30,1.0,mincost,13,True
0,340,3000,336.0752035241969,850.4915957821769,0.1371072610229879,0.6536210633595537,1139,0,2993,0,2993,-1.4061956782697845e-08,0.3796666666666666,0.1120250678413989,0.283497198594059,0,0,2991,2993,30,1.0,mincost,14,True
279,409,797,61.51802853039646,196.06369068655945,0.1335480215184324,0.6502410369200623,381,0,506,0,506,-1.6669041777279885e-06,0.4774436090225564,0.0770902613162862,0.2456938479781446,0,0,246,463,30,1.0,eqopt,0,False
